Disease code,Weight,Group,Group_Description,Study,Study_Name,D_Name
D009325,3.08,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,nausea
10041101,6.67,NCT01185964-1,Phase 1b: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,small intestinal obstruction
10041101,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,small intestinal obstruction
10041101,3.08,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,small intestinal obstruction
D041742,3.33,NCT01185964-4,Phase 2: Doxorubicin: Optional Olaratumab After Progression,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,upper gastrointestinal tract
D014839,20.0,NCT01185964-1,Phase 1b: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,vomiting
D014839,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,vomiting
D001247,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,asthenia
D003643,6.67,NCT01185964-1,Phase 1b: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,death
D004864,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,devices
D018450,3.33,NCT01185964-4,Phase 2: Doxorubicin: Optional Olaratumab After Progression,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,disease progression
10062501,6.67,NCT01185964-1,Phase 1b: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,non-cardiac chest pain
10062501,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,non-cardiac chest pain
10062501,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,non-cardiac chest pain
D005334,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,pyrexia
D029626,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,hepatica
D006967,3.12,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,hypersensitivity
10040872,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,skin infection
D002481,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,cellulitis
D002481,3.08,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,cellulitis
D004761,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,clostridium enterocolitis
D007251,3.33,NCT01185964-4,Phase 2: Doxorubicin: Optional Olaratumab After Progression,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,influenza
D000985,3.08,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,antisepsis
D018805,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,sepsis
D012772,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,septic shock
D012852,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,sinusitis
10040872,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,skin infection
D004768,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,staphylococcal enterotoxins
D014552,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,urinary tract infection
D014552,4.62,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,urinary tract infection
D013392,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,ulcerban
10017076,6.67,NCT01185964-1,Phase 1b: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,fracture
10051792,3.33,NCT01185964-4,Phase 2: Doxorubicin: Optional Olaratumab After Progression,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,infusion related reaction
D000073818,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,procedural pain
D005218,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,steatonecrosis
10011368,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,creatinine increased
10007612,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,cardiac troponin i increased
D007958,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,blood cell count white
D001066,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,appetite
D003681,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,dehydration
UNKNOWN-check-for-typo,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,D00
UNKNOWN-check-for-typo,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,D00
UNKNOWN-check-for-typo,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,D00
UNKNOWN-check-for-typo,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,D00
D018771,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,arthralgia
D001416,13.33,NCT01185964-1,Phase 1b: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,back pain
D001416,3.12,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,back pain
D001416,6.67,NCT01185964-4,Phase 2: Doxorubicin: Optional Olaratumab After Progression,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,back pain
D002637,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,chest pain
10033425,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,pain in extremity
10033425,3.33,NCT01185964-4,Phase 2: Doxorubicin: Optional Olaratumab After Progression,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,pain in extremity
D000080867,3.33,NCT01185964-4,Phase 2: Doxorubicin: Optional Olaratumab After Progression,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,gingipains
D020521,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,cerebrovascular accident
D012640,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,convulsion
D013575,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,syncope
D058186,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,acute renal failure
UNKNOWN-check-for-typo,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,D00
UNKNOWN-check-for-typo,3.33,NCT01185964-4,Phase 2: Doxorubicin: Optional Olaratumab After Progression,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,D00
D000067836,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,hoarding disorder
D010996,6.67,NCT01185964-1,Phase 1b: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,pleural effusion
D010996,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,pleural effusion
D010996,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,pleural effusion
10035623,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,pleuritic pain
D011015,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,aspiration pneumonia
D011030,3.12,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,pneumothorax
D011030,3.08,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,pneumothorax
D011655,6.67,NCT01185964-1,Phase 1b: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,pulmonary embolism
D011655,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,pulmonary embolism
D012131,1.56,NCT01185964-2,Phase 2: Olaratumab + Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,respiratory failure
D012131,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,respiratory failure
D007022,1.54,NCT01185964-3,Phase 2: Doxorubicin,NCT01185964,A Study of Olaratumab in Soft Tissue Sarcoma,hypotension
D064420,37.5,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,adverse drug events
D064420,49.4,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,adverse drug events
D064420,48.48,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,adverse drug events
D064420,72.22,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,adverse drug events
D064420,50.0,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,adverse drug events
D000741,8.33,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,aplastic anaemia
D000741,3.61,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,aplastic anaemia
D000741,6.06,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,aplastic anaemia
D000741,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,aplastic anaemia
D000741,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,aplastic anaemia
D004211,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,consumption coagulopathy
D004211,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,consumption coagulopathy
D004211,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,disseminated intravascular coagulation
D064147,8.43,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,febrile neutropenia
D064147,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,febrile neutropenia
D009503,6.02,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,neutropenia
D009503,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,neutropenia
D007964,4.17,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,leukocytosis
D013921,3.61,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,thrombocytopenia
D013921,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,thrombocytopenia
D010198,3.61,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pancytopenia
D002305,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,cardiac tamponade
D054549,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,stress cardiomyopathy
D011707,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pyloric stenosis
D015746,4.82,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,abdominal pain
D015746,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,abdominal pain
D015746,11.11,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,abdominal pain
D015746,4.17,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,abdominal pain
D015746,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,abdominal pain
D005401,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,anal fissure
D001201,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,ascites
D003092,3.61,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,colitis
D003248,8.33,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,constipation
UNKNOWN-check-for-typo,7.23,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,D00
D000069196,2.41,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,gastrointestinal microbiome
D000069196,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,gastrointestinal microbiome
D007415,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,intestinal obstruction
D007416,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,intestinal perforation
D041741,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,lower gastrointestinal tract
D009325,4.17,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,nausea
D009325,2.41,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,nausea
D009325,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,nausea
D009325,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,nausea
10015461,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,esophagitis
D005756,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,gastritis
10041101,4.17,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,small intestinal obstruction
10041101,3.61,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,small intestinal obstruction
10041101,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,small intestinal obstruction
D041742,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,upper gastrointestinal tract
D014839,4.17,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,vomiting
D014839,6.02,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,vomiting
D014839,11.11,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,vomiting
D014839,11.11,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,vomiting
UNKNOWN-check-for-typo,2.41,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,D00
D013276,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,gastric ulcer
D005756,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,gastritis
UNKNOWN-check-for-typo,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,D00
D014648,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,varices
D002637,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,chest pain
D003643,4.17,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,death
D018450,4.82,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,disease progression
D018450,15.15,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,disease progression
D018450,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,disease progression
D018450,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,disease progression
D000799,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,angioedema
D000799,4.17,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,angioedema
D010146,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pain
D005334,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pyrexia
D005334,6.06,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pyrexia
D005334,16.67,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pyrexia
D005334,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pyrexia
D001247,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,asthenia
D005221,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,fatigue
10051341,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,bile duct stenosis
D002769,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,cholelithiasis
D041781,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,cholestatic jaundice
